#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#
# FACTION MAIN
#
CB_NAME_OVERTHROWRULER;Overthrow Ruler;Renverser le Suzerain;Herrscher stürzen;;Gobernante derrocado;;;;;;;;;x
EVTDESC_PlusFaction_340F;One by one, the assembled faction members raised their voices to vote on whether to demand a reduction of the taxes collected on feudal lords. At last all votes were in and...;;;;Uno a uno, los miembros de la facción reunidos alzaron la voz para votar si exigir una reducción de los impuestos recaudados a los señores feudales. Por fin se hicieron todos los votos y ...;;;;;;;;;x
EVTDESC_PlusFaction_340G;One by one, the assembled faction members raised their voices to vote on whether to demand a reduction of the taxes collected on the cities of [Root.Liege.PrimaryTitle.GetName]. At last all votes were in and...;;;;Uno a uno, los miembros de la facción reunidos alzaron la voz para votar si exigir una reducción de los impuestos recaudados en las ciudades de [Root.Liege.PrimaryTitle.GetName]. Por fin se hicieron todos los votos y ...;;;;;;;;;x
EVTDESC_PlusFaction_340H;One by one, the assembled faction members raised their voices to vote on whether to demand that [Root.Liege.GetTitledFirstName] share [Root.Liege.GetHerHis] wealth with those present. At last all votes were in and...;;;;Uno a uno, los miembros de la facción reunidos alzaron la voz para votar si exigir que [Root.Liege.GetTitledFirstName] comparta su riqueza con los presentes. Por fin se hicieron todos los votos y ...;;;;;;;;;x
EVTDESC_PlusFaction_340I;One by one, the assembled faction members raised their voices to vote on whether to demand a reduction of the taxes collected on the temples of [Root.Liege.PrimaryTitle.GetName]. At last all votes were in and...;;;;Uno a uno, los miembros de la facción reunidos alzaron la voz para votar si exigir un una reducción de los impuestos recaudados en los templos de [Root.Liege.PrimaryTitle.GetName]. Por fin se hicieron todos los votos y ...;;;;;;;;;x
EVTDESC_PlusFaction_340J;One by one, the assembled faction members raised their voices to vote on whether to demand that the recent changes to the succession laws of [Root.Liege.PrimaryTitle.GetName] be reverted. At last all votes were in and...;;;;Uno a uno, los miembros de la facción reunidos alzaron la voz para votar si exigir que los cambios recientes a las leyes de sucesión de [Root.Liege.PrimaryTitle.GetName] sean revertidos. Por fin se hicieron todos los votos y ...;;;;;;;;;x
EVTDESC_PlusFaction_340K;One by one, the assembled faction members raised their voices to vote on whether to demand a change in the council laws to allow councilors to serve for life. At last all votes were in and......;Un par un, les Seigneurs réunis votèrent une pétition pour demander la nomination des conseillers à vie. Une fois que tout les votes furent exprimés...;One by one, the assembled faction members raised their voices to vote on whether to demand a change in the council laws to allow councilors to serve for life. At last all votes were in and......;;Uno a uno, los miembros de la facción reunidos alzaron la voz para votar si exigir un cambio en las leyes del consejo para permitir que los consejeros sirvan de por vida. Por fin todos los votos fueron aceptados y ...;;;;;;;;;x
EVTDESC_PlusFaction_340L;One by one, the assembled faction members raised their voices to vote on whether to demand a reduction in the tax and levy obligations required from feudal vassals. At last all votes were in and......;;;;Uno a uno, los miembros de la facción reunidos alzaron la voz para votar si exigir una reducción de las obligaciones tributarias y tributarias exigidas a los vasallos feudales. Por fin todos los votos fueron aceptados y ...;;;;;;;;;x
EVTDESC_PlusFaction_340M;One by one, the assembled faction members raised their voices to vote on whether to demand a reduction in the tax and levy obligations required from tribal chiefs. At last all votes were in and......;;;;Uno a uno, los miembros de la facción reunidos alzaron la voz para votar si exigir una reducción de las obligaciones impositivas y de recaudación exigidas a los jefes tribales. Por fin todos los votos fueron aceptados y ...;;;;;;;;;x
EVTDESC_PlusFaction_340N;One by one, the assembled faction members raised their voices to vote on whether to demand a reduction in the tax and levy obligations required from cities. At last all votes were in and......;;;;Uno a uno, los miembros de la facción reunidos alzaron la voz para votar si exigir una reducción de las obligaciones tributarias y gravámenes exigidas a las ciudades. Por fin todos los votos fueron aceptados y ...;;;;;;;;;x
EVTDESC_PlusFaction_340O;One by one, the assembled faction members raised their voices to vote on whether to demand a reduction in the tax and levy obligations required from temples. At last all votes were in and......;;;;Uno a uno, los miembros de la facción reunidos alzaron la voz para votar si exigir una reducción de las obligaciones de impuestos y gravámenes exigidas a los templos. Por fin todos los votos fueron aceptados y ...;;;;;;;;;x
EVTDESC_PlusFaction_341;[From.GetTitledFirstName]'s proposal to send the ultimatum has passed. Now comes the time to mobilize for the coming civil war, should [Root.Liege.GetTitledFirstName] refuse to do as we demand.;;;;La propuesta de [From.GetTitledFirstName] de enviar el ultimátum ha pasado. Ahora llega el momento de movilizarse para la próxima guerra civil, en caso de que [Root.Liege.GetTitledFirstName] se niegue a hacer lo que exigimos.;;;;;;;;;x
EVTDESC_PlusFaction_342;[From.GetTitledFirstName]'s proposal was defeated in the ensuing vote.;;;;La propuesta de [From.GetTitledFirstName] fue rechazada en la votación que siguió.;;;;;;;;;x
EVTDESC_PlusFaction_343A;[From.GetTitledFirstName] stands up before the assembled faction members and proposes a declaration of war against that tyrant, that despot, that enemy of all that is just and good, that perfidious viper in human guise who calls [Root.Liege.GetHerHim]self [Root.Liege.GetTitledFirstName].;;;;[From.GetTitledFirstName] se levanta ante los miembros de la facción reunidos y propone una declaración de guerra contra ese tirano, ese déspota, ese enemigo de todo lo que es justo y bueno, esa víbora pérfida con apariencia humana que se hace llamar [Root.Liege.GetTitledFirstName].;;;;;;;;;x
EVTDESC_PlusFaction_343B;[From.GetTitledFirstName] has informed the rest of the faction that [From.Liege.GetTitledFirstName] has unwisely refused our demand. [From.GetTitledFirstName] says that [From.GetSheHe] sees no other recourse than for the faction to go to war.;;;;[From.GetTitledFirstName] ha informado al resto de la facción que [From.Liege.GetTitledFirstName] ha rechazado imprudentemente nuestra demanda. [From.GetTitledFirstName] dice que [From.GetElElla] no ve otro recurso de la facción que ir a la guerra.;;;;;;;;;x
EVTOPTA_PlusFaction_343;Yes, [Root.Liege.GetTitledFirstName] must be overthrown!;Oui, [Root.Liege.GetTitledFirstName] doit estre renversé !;;;Sí, [Root.Liege.GetTitledFirstName] debe ser derrocado.;;;;;;;;;x
EVTOPTB_PlusFaction_343;No, this is too drastic an action;Non, ceci est une action trop radicale;;;No, esta es una acción demasiado drástica;;;;;;;;;x
EVTDESC_PlusFaction_344;One by one, the assembled faction members raised their voices to vote on whether to declare war on [Root.Liege.GetTitledFirstName]. At last all votes were in and...;;;;Uno a uno, los miembros de la facción reunidos alzaron la voz para votar si declarar la guerra a [Root.Liege.GetTitledFirstName]. Por fin se hicieron todos los votos y ...;;;;;;;;;x
EVTOPTA_PlusFaction_344;...we go to war!;...nous partismes en guerre!;;;...a la guerra!;;;;;;;;;x
EVTOPTB_PlusFaction_344;...I lost the vote and was removed as faction leader;;;;... Perdí el voto y fui destituido como líder de facción;;;;;;;;;x
EVTDESC_PlusFaction_345;[From.GetTitledFirstName]'s proposal to declare war on our liege passed, and thus I must now prepare for war.;;;;La propuesta de [From.GetTitledFirstName] de declarar la guerra a nuestro señor pasó, y por lo tanto ahora debo prepararme para la guerra.;;;;;;;;;x
EVTDESC_PlusFaction_346;[From.GetTitledFirstName]'s proposal to declare war on our liege was defeated in a vote, a humiliating result for [From.GetTitledFirstName], considering [From.GetSheHe] was forced to resign as faction leader.;;;;La propuesta de [From.GetTitledFirstName] de declarar la guerra a nuestro señor fue derrotada en una votación, un resultado humillante para [From.GetTitledFirstName], considerando que se vio obligado a dimitir como líder de la facción.;;;;;;;;;x
EVTDESC_PlusFaction_350;As the faction members gathered in [Root.Capital.GetName], a murmur of discontent spread. My attempts to address the faction were met with jeers and jibes, and it soon became clear that my leadership of the faction was being challenged through a vote of no confidence.;;;;Cuando los miembros de la facción se reunieron en [Root.Capital.GetName], se extendió un murmullo de descontento. Mis intentos de dirigirme a la facción se encontraron con burlas y bromas, y pronto quedó claro que mi liderazgo de la facción estaba siendo desafiado mediante una mocion de censura.;;;;;;;;;x
EVTOPTA_PlusFaction_350;I fear no vote!;Je ne crains nul vote !;;;¡No tengo miedo a una votacion!;;;;;;;;;x
EVTOPTB_PlusFaction_350;Step down voluntarily;Abdiquer volontairement;;;Dimitir voluntariamente;;;;;;;;;x
EVTDESC_PlusFaction_351;As the faction members gathered in [From.Capital.GetName], it immediately became clear that the meeting would not be able to continue until the issue of [From.GetTitledFirstName]'s leadership was resolved. A vote of no confidence has been put before all those present.;;;;Cuando los miembros de la facción se reunieron en [From.Capital.GetName], inmediatamente quedó claro que la reunión no podría continuar hasta que se resolviera el problema del liderazgo de [From.GetTitledFirstName]. Se ha presentado una mocion de censura a todos los presentes.;;;;;;;;;x
EVTOPTA_PlusFaction_351;Yes, [From.GetTitledFirstName] must go!;Oui, [From.GetTitledFirstName] doit partir !;;;¡Si, [From.GetTitledFirstName] debe irse!;;;;;;;;;x
EVTOPTB_PlusFaction_351;No, [From.GetTitledFirstName] has my support;Non, [From.GetTitledFirstName] a mon soutien.;;;No,[From.GetTitledFirstName] tiene mi apoyo;;;;;;;;;x
EVTDESC_PlusFaction_352;One by one, the assembled faction members raised their voices to vote on the proposal to have me removed from leadership of the faction. At last all votes were in and...;;;;Uno a uno, los miembros de la facción reunidos alzaron la voz para votar sobre la propuesta de que me quitaran del liderazgo de la facción. Por fin se hicieron todos los votos y ...;;;;;;;;;x
EVTOPTA_PlusFaction_352;...I have been usurped!;...J'ai été usurpé !;;;... ¡He sido usurpado!;;;;;;;;;x
EVTOPTB_PlusFaction_352;...I easily defeated the upstart challengers;...j'ai vaincu facilement les quelques prétendants;;;...vencí con facilidad a los oponentes;;;;;;;;;x
EVTDESC_PlusFaction_353;[From.GetBestName] has been removed as leader of the faction after being defeated in a vote of no confidence. The faction meeting has been disbanded, and will resume when the new leader calls for the next one.;;;;[From.GetBestName] ha sido eliminado como líder de la facción después de ser derrotado en una mocion de censura. La reunión de la facción se ha disuelto y se reanudará cuando el nuevo líder llame a la próxima.;;;;;;;;;x
EVTDESC_PlusFaction_354;[From.GetBestName] has retained leadership of the faction after defeating a vote of no confidence. Pleased with [From.GetHerHis] victory, [From.GetSheHe] then announced that the regular faction business would resume within a few days.;;;;[From.GetBestName] ha mantenido el liderazgo de la facción después de ganar en la mocion de censura. Satisfecho con la victoria, [From.GetElElla] anunció que las reuniones de la faccion seguirian con lo previsto en los proximos dias.;;;;;;;;;x
EVTDESC_PlusFaction_355;[From.GetBestName] has voluntarily stepped down from leadership of the faction after being challenged with a vote of no confidence. The faction meeting has been disbanded, and will resume when the new leader calls for the next one.;;;;[From.GetBestName] se ha retirado voluntariamente del liderazgo de la facción después de ser desafiado con una mocion de censura. La reunión de la facción se ha disuelto y se reanudará cuando el nuevo líder llame a la próxima.;;;;;;;;;x
EVTDESC_PlusFaction_400A;My liege,\nFor too long, the crown has restricted our historic rights and liberties. The time has come to lower the Crown Authority! Submit to this demand peacefully or face the consequences. Rest assured that I have gathered others who are equally upset...\n\nSigned,\n[From.GetTitledName];;;;Mi señor, \nDurante demasiado tiempo, la corona ha restringido nuestros derechos y libertades históricos. ¡Ha llegado el momento de rebajar la Autoridad de la Corona! Sométete a esta peticion pacíficamente o afronta las consecuencias. Tenga la seguridad de que he reunido a otros que están igualmente molestos ... \n\nFirmado, \n [From.GetTitledName];;;;;;;;;x
EVTDESC_PlusFaction_400B;My liege,\nThe tribes of [Root.PrimaryTitle.GetName] have long enjoyed the freedom to do as we choose, freedoms that have been eroded far too much for our liking. The time has come to lower the Tribal Organization! Submit to this demand peacefully or face the consequences. Rest assured that I have gathered others who are as outraged over this as I...\n\nSigned,\n[From.GetTitledName];;;;Mi señor, \nLas tribus de [Root.PrimaryTitle.GetName] han disfrutado durante mucho tiempo de la libertad de hacer lo que queramos, libertades que se han erosionado demasiado para nuestro gusto. ¡Ha llegado el momento de bajar la Organización Tribal! Sométete a esta demanda pacíficamente o afronta las consecuencias. Tenga la seguridad de que he reunido a otros que están tan indignados por esto como yo ... \n\nFirmado, \n [From.GetTitledName];;;;;;;;;x
EVTDESC_PlusFaction_400C;My liege,\nMy fellow vassals hereby formally demand that the tax privilege laws be changed in our favor, as has traditionally been the case. Our rights have been eroded far too much. Submit to this demand peacefully or face the consequences.\n\nSigned,\n[From.GetTitledName];;;;Mi señor, \nMis compañeros vasallos exigen formalmente que se modifiquen las leyes de privilegio fiscal a nuestro favor, como ha sido tradicionalmente el caso. Nuestros derechos se han erosionado demasiado. Sométete a esta peticion pacíficamente o enfrentate a las consecuencias. \n\nFirmado, \n [From.GetTitledName];;;;;;;;;x
EVTDESC_PlusFaction_400D;My liege,\nMy fellow vassals hereby formally demand that the levy privilege laws be changed in our favor, as has traditionally been the case. Our rights have been eroded far too much. Submit to this demand peacefully or face the consequences.\n\nSigned,\n[From.GetTitledName];;;;Mi señor, \nMis compañeros vasallos exigen formalmente que se modifiquen las leyes de privilegio de levas a nuestro favor, como ha sido tradicionalmente el caso. Nuestros derechos se han erosionado demasiado. Sométete a esta peticion pacíficamente o enfrentate a las consecuencias. \n\nFirmado, \n [From.GetTitledName];;;;;;;;;x
EVTDESC_PlusFaction_400E;My liege,\nMy fellow vassals believe that you personally hold far too many titles for our liking. We thus hereby demand that the [faction_demanded_title.GetFullName] be granted to [faction_demanded_title_for.GetTitledFirstName]. Submit to this demand peacefully or face the consequences.\n\nSigned,\n[From.GetTitledName];;;;Mi señor, \nMis compañeros vasallos creen que personalmente tienes demasiados títulos para nuestro gusto. Por lo tanto, por la presente exigimos que el [faction_demanded_title.GetFullName] sea otorgado a [faction_demanded_title_for.GetTitledFirstName]. Sométete a esta peticion pacíficamente o enfrentate a las consecuencias. \n\nFirmado, \n [From.GetTitledName];;;;;;;;;x
EVTDESC_PlusFaction_400F;My liege,\nThe tax demands placed on your feudal lords is impoverishing our realms and endangering our ability to give military service to the crown. My faction formally demands a reduction in the tax burden on all feudal lords, else drastic measured become required.\n\nSigned,\n[From.GetTitledName];;;;Mi señor, \nLas exigencias fiscales impuestas a sus señores feudales están empobreciendo nuestros reinos y poniendo en peligro nuestra capacidad de prestar servicio militar a la corona. Mi facción exige formalmente una reducción en la carga fiscal de todos los señores feudales, de lo contrario, se requieren medidas drásticas. \n\nFirmado, \n [From.GetTitledName];;;;;;;;;x
EVTDESC_PlusFaction_400G;My liege,\nThe tax demands placed on your cities and their people is impoverishing our realms and driving honest merchants into bankruptcy. My faction formally demands a reduction in the tax burden on all cities, else drastic measured become required.\n\nSigned,\n[From.GetTitledName];;;;Mi señor, \nLas exigencias fiscales impuestas a sus ciudades y su gente están empobreciendo nuestros reinos y llevando a los comerciantes honestos a la bancarrota. Mi facción exige formalmente una reducción de la carga fiscal en todas las ciudades, de lo contrario, se requieren medidas drásticas. \n\nFirmado, \n [From.GetTitledName];;;;;;;;;x
EVTDESC_PlusFaction_400H;My liege,\nI see that the coffers of [Root.PrimaryTitle.GetName] are overflowing. That wealth is due to the long support of your loyal vassals, and we hereby demand that it be shared. Ignore this reasonable demand at your peril.\n\nSigned,\n[From.GetTitledName];;;;Mi señor, \nVeo que las arcas de [Root.PrimaryTitle.GetName] están desbordadas. Esa riqueza se debe al largo apoyo de sus leales vasallos, y por la presente exigimos que se comparta. Ignore esta demanda razonable bajo su propio riesgo. \n\nFirmado, \n [From.GetTitledName];;;;;;;;;x
EVTDESC_PlusFaction_400I;My liege,\nThe tax demands placed on your [From.Religion.GetName] temples is impoverishing our realm and an affront to [From.Religion.GetHighGodName]. My faction formally demands a reduction in the tax burden on all temples, else drastic measured become required.\n\nSigned,\n[From.GetTitledName];;;;Mi señor, \nLas demandas fiscales impuestas a sus templos [From.Religion.GetName] están empobreciendo nuestro reino y una afrenta a [From.Religion.GetHighGodName]. Mi facción exige formalmente una reducción de la carga fiscal en todos los templos, de lo contrario, se requieren medidas drásticas. \n\nFirmado, \n [From.GetTitledName];;;;;;;;;x
EVTDESC_PlusFaction_400J;My liege,\nThe succession laws of [Root.PrimaryTitle.GetName] were recently changed, an event that has caused me and my fellow vassals much concern. We hereby demand that the laws revert to their traditional state, or else more drastic action will be taken.\n\nSigned,\n[From.GetTitledName];;;;Mi señor, \nLas leyes de sucesión de [Root.PrimaryTitle.GetName] se cambiaron recientemente, un evento que nos ha causado mucha preocupación a mis compañeros vasallos y a mí. Por la presente, exigimos que las leyes vuelvan a su estado tradicional, o de lo contrario se tomarán medidas más drásticas. \n\nFirmado, \n [From.GetTitledName];;;;;;;;;x
EVTDESC_PlusFaction_400K;My liege,\nThe constant appointment and firing of councilors is creating instability and misrule at court. We formally demand a change in the laws to allow your councilors to serve for life.\n\nSigned,\n[From.GetTitledName];;;;Mi señor, \nEl constante nombramiento y despido de consejeros está creando inestabilidad y desgobierno en la corte. Exigimos formalmente un cambio en las leyes para permitir que sus consejeros sirvan de por vida. \n\nFirmado, \n [From.GetTitledName];;;;;;;;;x
EVTDESC_PlusFaction_400L;My liege,\nThe levy and tax obligations placed upon your feudal vassals are too much, and exceed the power we believe the [Root.PrimaryTitle.GetRulerTitle] should wield over [Root.GetHerHis] subjects. We hereby demand that these burdens be lessened at once.\n\nSigned,\n[From.GetTitledName];;;;Mi señor, \nLas obligaciones fiscales y de recaudación impuestas a sus vasallos feudales son excesivas y superan el poder que creemos que [Root.PrimaryTitle.GetRulerTitle] debería ejercer sobre sus súbditos. Por la presente, exigimos que estas cargas se reduzcan de inmediato. \n\nFirmado, \n [From.GetTitledName];;;;;;;;;x
EVTDESC_PlusFaction_400M;My liege,\nThe levy and tax obligations placed upon your tribal chiefs are too much, and exceed the power we believe the [Root.PrimaryTitle.GetRulerTitle] should wield over [Root.GetHerHis] subjects. We hereby demand that these burdens be lessened at once.\n\nSigned,\n[From.GetTitledName];;;;Mi señor, \nLas obligaciones fiscales y de recaudación impuestas a sus jefes tribales son excesivas y superan el poder que creemos que [Root.PrimaryTitle.GetRulerTitle] debería ejercer sobre sus súbditos. Por la presente, exigimos que estas cargas se reduzcan de inmediato. \n\nFirmado, \n [From.GetTitledName];;;;;;;;;x
EVTDESC_PlusFaction_400N;My liege,\nThe levy and tax obligations placed upon your cities are too much, and exceed the power we believe the [Root.PrimaryTitle.GetRulerTitle] should wield over [Root.GetHerHis] subjects. We hereby demand that these burdens be lessened at once.\n\nSigned,\n[From.GetTitledName];;;;Mi señor, \nLas obligaciones fiscales y de recaudación impuestas a sus ciudades son excesivas y superan el poder que creemos que [Root.PrimaryTitle.GetRulerTitle] debería ejercer sobre sus súbditos. Por la presente, exigimos que estas cargas se reduzcan de inmediato. \n\nFirmado, \n [From.GetTitledName];;;;;;;;;x
EVTDESC_PlusFaction_400O;My liege,\nThe levy and tax obligations placed upon your temples are too much, and exceed the power we believe the [Root.PrimaryTitle.GetRulerTitle] should wield over [Root.GetHerHis] subjects. We hereby demand that these burdens be lessened at once.\n\nSigned,\n[From.GetTitledName];;;;Mi señor, \nLas obligaciones fiscales y de recaudación impuestas a sus templos son excesivas y superan el poder que creemos que [Root.PrimaryTitle.GetRulerTitle] debería ejercer sobre sus súbditos. Por la presente, exigimos que estas cargas se reduzcan de inmediato. \n\nFirmado, \n [From.GetTitledName];;;;;;;;;x
EVTDESC_PlusFaction_401A;Clearly [From.GetTitledFirstName] saw the wisdom in our demand, for [From.GetSheHe] has caved to it. Members of our faction gathered at [FromFrom.Capital.GetName] to toast our victory and brighter things to come for us all.;;;;Claramente [From.GetTitledFirstName] vio la sabiduría en nuestra peticion, porque ha cedido a ella. Los miembros de nuestra facción se reunieron en [FromFrom.Capital.GetName] para brindar por nuestra victoria y un futuro más brillante por venir para todos nosotros.;;;;;;;;;x
EVTDESC_PlusFaction_401B;It seems that [From.GetTitledFirstName] saw the wisdom in not facing down [From.GetHerHis] vassals in a civil war, for [From.GetSheHe] has caved to [FromFrom.GetTitledFirstName]'s demands. [FromFrom.GetTitledFirstName] has sent word to [FromFrom.GetHerHis] allies may stand down, and thanks you for your valued support.;;;;Parece que [From.GetTitledFirstName] vio la sabiduría de no enfrentarse a sus vasallos en una guerra civil, porque ha cedido a las demandas de [FromFrom.GetTitledFirstName]. [FromFrom.GetTitledFirstName] ha enviado un mensaje a sus aliados pueden retirarse y les agradece su valioso apoyo.;;;;;;;;;x
EVTDESC_PlusFaction_402;Dear [Root.GetTitledFirstName],\nPerhaps you and your fellows have forgotten which of us is the [From.PrimaryTitle.GetRulerTitle] and which is the [Root.PrimaryTitle.GetRulerTitle]? I spit on your demands, just as I spit upon your worthless oaths. When this war is done, all of you shall get exactly what you deserve.\n\nSigned,\n[From.GetTitledName];;;;Estimado [Root.GetTitledFirstName]: \nQuizá usted y sus compañeros hayan olvidado cuál de nosotros es el [From.PrimaryTitle.GetRulerTitle] y cuál es el [Root.PrimaryTitle.GetRulerTitle]? Escupo tus demandas, como escupo tus inútiles juramentos. Cuando termine esta guerra, todos ustedes obtendrán exactamente lo que se merecen. \n\nFirmado, \n [From.GetTitledName];;;;;;;;;x
EVTOPTA_PlusFaction_402;Then we go to war!;Alors c'est la guerre!;Then we must go to war!;;¡Entonces es la Guerra!;;;;;;;;;x
EVTDESC_PlusFaction_403;Dear [Root.GetTitledFirstName],\n[FromFrom.GetTitledFirstName] has led [FromFrom.GetHerHis] traitorous conspirators in a civil war against me. I call upon all the lords of [From.PrimaryTitle.GetName] to stand at my side and do everything in their power to see this [GetRootFromFromInsultNounAdj] [FromFrom.GetManWoman] brought low.\n\nSigned,\n[From.GetTitledName];;;;Estimado [Root.GetTitledFirstName], \n [FromFrom.GetTitledFirstName] ha llevado a sus conspiradores traidores en una guerra civil contra mí. Hago un llamamiento a todos los señores de [From.PrimaryTitle.GetName] para que se pongan a mi lado y hagan todo lo que esté a su alcance para ver este [GetRootFromFromInsultNounAdj] reducido. \n\nFirmado, \n [From.GetTitledName ];;;;;;;;;x
EVTOPTA_PlusFaction_403;[From.GetTitledFirstName] has my full support;;;;[From.GetTitledFirstName] tiene todo mi apoyo;;;;;;;;;x
EVTOPTB_PlusFaction_403;I intend to stay out of this, if I can;;;;Trataré de mantenerme al margen, si puedo;;;;;;;;;x
EVTOPTC_PlusFaction_403;I can do nothing from prison;;;;No puedo hacer nada desde la carcel;;;;;;;;;x
EVTOPTD_PlusFaction_403;Alas, I am not up to such a fight...;;;;Por desgracia, no estoy preparado para una pelea así ...;;;;;;;;;x
EVTDESC_PlusFaction_404;My liege,\nKnow that the [From.PrimaryTitle.GetFullName] loyally stands at your side during the civil war. Together we shall ensure that [FromFromFrom.GetTitledFirstName] sees justice!\n\nSigned,\n[From.GetTitledName];;;;Mi señor, \nSepa que el [From.PrimaryTitle.GetFullName] se mantendrá leal a su lado durante la guerra civil. ¡Juntos nos aseguraremos de llevar a [FromFromFrom.GetTitledFirstName] ante la justicia! \n\nFirmado, \n [From.GetTitledName];;;;;;;;;x
EVTDESC_PlusFaction_405;To the [GetFromRootInsultNounAdj] [Root.GetTitledFirstName],\nThe [From.PrimaryTitle.GetFullName] stands with [FromFromFrom.GetTitledFirstName] and [FromFromFrom.GetHerHis] faction in the coming civil war. I shall see your forces upon the field of battle.\n\nSigned,\n[From.GetTitledName];;;;Para la facción [GetFromRootInsultNounAdj] [Root.GetTitledFirstName], \nLa [From.PrimaryTitle.GetFullName] está con [FromFromFrom.GetTitledFirstName] y su faccion en la guerra civil que se avecina. Veré tus fuerzas en el campo de batalla. \n\nFirmado, \n [From.GetTitledName];;;;;;;;;x
EVTDESC_PlusFaction_406;[Root.GetTitledFirstName],\nMy supporters stand with me, and we are prepared to see you removed from the throne of [Root.PrimaryTitle.GetName]. There shall be no compromise.\n\nSigned,\n[From.GetTitledName];;;;[Root.GetTitledFirstName], \nMis partidarios me apoyan y estamos preparados para verte depuesto del trono de [Root.PrimaryTitle.GetName]. No tendremos piedad. \n\nFirmado, \n [From.GetTitledName];;;;;;;;;x
EVTOPTA_PlusFaction_406;[From.GetSheHeCap] dares?!;;;;¡¿Como se atreve?!;;;;;;;;;x
EVTOPTA_PlusFaction_410;Make the demand!;;;;¡Haz la reclamacion!;;;;;;;;;x
EVTDESC_PlusFaction_411;Swords have been sharpened and oaths sworn. My fellow faction members assure me that they are ready for war. The time to win our independence is finally here.;Les épées ont été affutées et les serments prononcés. Mes compagnons de la faction m'assurent qu'ils sont prests pour la guerre. Le temps de l'indépendance est enfin arrivé!;Schwerter wurde geschärft und Eide geschworen. Meine Kolleginnen und Splittergruppesmitglieder versichern mir dass sie bereit für den Krieg sind. Die Zeit unsere Unabhängigkeit zu gewinnen, ist endlich da.;;Se han afilado espadas y se han hecho juramentos. Mis compañeros de facción me aseguran que están listos para la guerra. Por fin ha llegado el momento de ganar nuestra independencia.;;;;;;;;;x
EVTOPTA_PlusFaction_411;We go to war!;;;;¡A la Guerra!;;;;;;;;;x
EVTDESC_PlusFaction_415A;Dear [Root.GetTitledFirstName],\nMy faction supporters are prepared to overthrow our liege, [Root.Liege.GetTitledFirstName], should [Root.Liege.GetSheHe] refuse our rightful demand that the authority wielded by the [Root.Liege.PrimaryTitle.GetAdjective] crown be reduced. I ask that you either stand at our side now, or stand aside should civil war prove necessary.\n\nWith respect,\n[From.GetTitledName];;;;Estimado [Root.GetTitledFirstName]: \nLos partidarios de mi facción están preparados para derrocar a nuestro señor, [Root.Liege.GetTitledFirstName], de rechazar nuestra legítima peticion de que la autoridad ejercida por [Root.Liege.PrimaryTitle.GetAdjective] corona se reduzca. Te pido que te pongas a nuestro lado ahora o que te apartes en caso de que la guerra civil sea necesaria. \n\nCon respeto, \n [From.GetTitledName];;;;;;;;;x
EVTDESC_PlusFaction_415B;Dear [Root.GetTitledFirstName],\nMy faction supporters are prepared to overthrow our liege, [Root.Liege.GetTitledFirstName], should [Root.Liege.GetSheHe] refuse our rightful demand that the demands place on the tribal chiefs of [Root.Liege.PrimaryTitle.GetName] be reduced. I ask that you either stand at our side now, or stand aside should civil war prove necessary.\n\nWith respect,\n[From.GetTitledName];;;;Estimado [Root.GetTitledFirstName]: \nLos partidarios de mi facción están preparados para derrocar a nuestro señor, [Root.Liege.GetTitledFirstName], de rechazar nuestra legítima peticion de que se reduzcan las demandas impuestas a los jefes tribales de [Root.Liege.PrimaryTitle.GetName]. Te pido que te pongas a nuestro lado ahora o que te apartes en caso de que la guerra civil sea necesaria. \n\nCon respeto, \n [From.GetTitledName];;;;;;;;;x
EVTDESC_PlusFaction_415E;Dear [Root.GetTitledFirstName],\nMy faction supporters are prepared to overthrow our liege, [Root.Liege.GetTitledFirstName], should [Root.Liege.GetSheHe] refuse our rightful demand that [Root.Liege.GetSheHe] surrender one of [Root.Liege.GetHerHis] many titles. I ask that you either stand at our side now, or stand aside should civil war prove necessary.\n\nWith respect,\n[From.GetTitledName];;;;Estimado [Root.GetTitledFirstName]: \nLos partidarios de mi facción están preparados para derrocar a nuestro señor, [Root.Liege.GetTitledFirstName], de rechazar nuestra legítima peticion de que entregue uno de sus muchos títulos. Te pido que te pongas a nuestro lado ahora o que te apartes en caso de que la guerra civil sea necesaria. \n\nCon respeto, \n [From.GetTitledName];;;;;;;;;x
EVTDESC_PlusFaction_415H;Dear [Root.GetTitledFirstName],\nMy faction supporters are prepared to overthrow our liege, [Root.Liege.GetTitledFirstName], should [Root.Liege.GetSheHe] refuse our rightful demand that [Root.Liege.GetSheHe] surrender some of [Root.Liege.GetHerHis] bountiful wealth to us. I ask that you either stand at our side now, or stand aside should civil war prove necessary.\n\nWith respect,\n[From.GetTitledName];;;;Estimado [Root.GetTitledFirstName]: \nLos partidarios de mi facción están preparados para derrocar a nuestro señor, [Root.Liege.GetTitledFirstName], de rechazar nuestra legítima peticion de que comparte parte de su riqueza con nosotros. Te pido que te pongas a nuestro lado ahora o que te apartes en caso de que la guerra civil sea necesaria. \n\nCon respeto, \n [From.GetTitledName];;;;;;;;;x
